,Date,Price,Open,High,Low,Volume,ChangePercentFromLastMonth
146,07/26/2023,29352.2,29228.8,29681.8,29109.7,44.33K,0.42
147,07/25/2023,29228.6,29178.3,29365.4,29058.7,29.05K,0.17
148,07/24/2023,29178.1,30085.9,30098.2,28890.7,55.73K,-3.02
149,07/23/2023,30085.9,29788.9,30337.0,29735.7,23.32K,1.0
150,07/22/2023,29788.9,29904.5,29988.0,29657.3,18.47K,-0.38
151,07/21/2023,29903.1,29801.0,30058.9,29739.9,32.59K,0.34
152,07/20/2023,29801.0,29909.7,30408.0,29621.4,50.33K,-0.36
153,07/19/2023,29909.7,29866.7,30185.5,29789.3,34.96K,0.14
154,07/18/2023,29866.8,30139.7,30242.4,29624.6,42.40K,-0.91
155,07/17/2023,30139.7,30235.5,30335.9,29693.3,42.84K,-0.32
156,07/16/2023,30235.5,30291.8,30435.0,30075.4,20.31K,-0.18
157,07/15/2023,30291.4,30316.8,30395.4,30246.9,17.06K,-0.09
158,07/14/2023,30317.4,31465.4,31602.6,29944.3,82.42K,-3.65
159,07/13/2023,31466.1,30387.3,31764.5,30260.0,99.81K,3.55
160,07/12/2023,30387.3,30623.3,30951.3,30231.7,54.06K,-0.77
161,07/11/2023,30623.3,30414.2,30782.2,30333.8,39.84K,0.68
162,07/10/2023,30415.3,30166.9,31019.6,29969.1,55.24K,0.82
163,07/09/2023,30166.9,30288.8,30425.5,30071.9,20.05K,-0.4
164,07/08/2023,30288.8,30346.8,30379.9,30055.9,17.41K,-0.19
165,07/07/2023,30346.4,29912.7,30442.0,29757.4,46.42K,1.45
166,07/06/2023,29913.1,30512.8,31463.6,29869.0,90.81K,-1.97
167,07/05/2023,30512.8,30768.6,30875.6,30233.3,43.23K,-0.83
168,07/04/2023,30768.4,31152.0,31326.5,30657.8,42.12K,-1.23
169,07/03/2023,31151.3,30617.5,31377.0,30581.5,56.49K,1.74
170,07/02/2023,30617.7,30587.1,30769.0,30227.9,28.82K,0.1
171,07/01/2023,30586.8,30472.9,30649.9,30329.0,22.46K,0.37
172,06/30/2023,30472.9,30445.7,31275.5,29714.5,118.65K,0.09
173,06/29/2023,30445.7,30077.3,30823.1,30051.3,49.57K,1.22
174,06/28/2023,30078.6,30691.9,30703.4,29919.5,51.06K,-1.99
175,06/27/2023,30689.1,30267.0,30993.7,30231.3,55.82K,1.39
176,06/26/2023,30267.0,30466.3,30645.9,29986.3,58.71K,-0.65
177,06/25/2023,30465.3,30533.6,31040.2,30315.8,37.12K,-0.22
178,06/24/2023,30533.6,30680.7,30795.3,30269.4,38.15K,-0.48
179,06/23/2023,30679.4,29890.2,31395.4,29822.6,98.85K,2.64
180,06/22/2023,29890.5,29992.8,30497.8,29590.4,79.22K,-0.35
181,06/21/2023,29996.9,28307.7,30769.5,28270.5,143.49K,5.97
182,06/20/2023,28307.7,26845.9,28393.0,26665.5,100.55K,5.44
183,06/19/2023,26845.9,26339.7,27029.7,26295.1,46.45K,1.92
184,06/18/2023,26339.7,26515.0,26679.3,26290.6,27.31K,-0.66
185,06/17/2023,26515.0,26341.3,26767.3,26183.5,35.86K,0.66
186,06/16/2023,26341.3,25591.9,26472.8,25276.0,69.24K,2.93
187,06/15/2023,25591.3,25129.5,25732.8,24838.0,68.38K,1.84
188,06/14/2023,25129.5,25929.0,26051.7,24847.4,60.82K,-3.08
189,06/13/2023,25929.4,25906.9,26428.9,25726.4,56.24K,0.09
190,06/12/2023,25906.8,25927.9,26080.7,25635.0,40.75K,-0.08
191,06/11/2023,25928.4,25843.3,26190.1,25660.8,39.20K,0.33
192,06/10/2023,25844.0,26479.3,26525.1,25468.3,83.57K,-2.4
193,06/09/2023,26479.3,26501.1,26773.9,26326.7,38.96K,-0.08
194,06/08/2023,26501.1,26341.8,26784.4,26231.3,39.95K,0.6
195,06/07/2023,26342.5,27230.2,27342.0,26141.0,77.48K,-3.26
196,06/06/2023,27230.2,25745.6,27325.2,25425.6,88.61K,5.76
197,06/05/2023,25747.4,27122.3,27125.5,25437.5,85.42K,-5.07
198,06/04/2023,27122.3,27070.9,27410.2,26956.1,23.81K,0.19
199,06/03/2023,27072.0,27246.0,27317.5,26931.4,20.62K,-0.63
200,06/02/2023,27244.7,26819.0,27299.4,26541.3,49.37K,1.59
201,06/01/2023,26819.0,27216.4,27340.9,26662.3,51.98K,-1.46
202,05/31/2023,27216.1,27696.9,27825.0,26865.1,63.08K,-1.74
203,05/30/2023,27698.2,27738.9,28033.6,27583.8,45.19K,-0.15
204,05/29/2023,27739.4,28068.4,28431.2,27548.8,54.56K,-1.18
205,05/28/2023,28071.2,26855.3,28181.9,26788.5,55.23K,4.52
206,05/27/2023,26857.5,26711.2,26882.9,26591.2,18.68K,0.55
207,05/26/2023,26711.5,26475.5,26911.6,26330.0,45.88K,0.89
208,05/25/2023,26475.8,26327.1,26589.2,25892.5,50.17K,0.56
209,05/24/2023,26328.4,27220.7,27220.7,26088.7,72.65K,-3.28
210,05/23/2023,27220.7,26851.6,27448.1,26804.1,50.89K,1.39
